Date,DateKey,Year,Month,Day,Quarter,Weekday,Date_String
2014-02-22,22022014,2014,2,22,1,5,22-02-2014
2014-02-23,23022014,2014,2,23,1,6,23-02-2014
2014-02-24,24022014,2014,2,24,1,0,24-02-2014
2014-02-25,25022014,2014,2,25,1,1,25-02-2014
2014-02-26,26022014,2014,2,26,1,2,26-02-2014
2014-02-27,27022014,2014,2,27,1,3,27-02-2014
2014-02-28,28022014,2014,2,28,1,4,28-02-2014
2014-03-01,1032014,2014,3,1,1,5,01-03-2014
2014-03-02,2032014,2014,3,2,1,6,02-03-2014
2014-03-03,3032014,2014,3,3,1,0,03-03-2014
2014-03-04,4032014,2014,3,4,1,1,04-03-2014
2014-03-05,5032014,2014,3,5,1,2,05-03-2014
2014-03-06,6032014,2014,3,6,1,3,06-03-2014
2014-03-07,7032014,2014,3,7,1,4,07-03-2014
2014-03-08,8032014,2014,3,8,1,5,08-03-2014
2014-03-09,9032014,2014,3,9,1,6,09-03-2014
2014-03-10,10032014,2014,3,10,1,0,10-03-2014
2014-03-11,11032014,2014,3,11,1,1,11-03-2014
2014-03-12,12032014,2014,3,12,1,2,12-03-2014
2014-03-13,13032014,2014,3,13,1,3,13-03-2014
2014-03-14,14032014,2014,3,14,1,4,14-03-2014
2014-03-15,15032014,2014,3,15,1,5,15-03-2014
2014-03-16,16032014,2014,3,16,1,6,16-03-2014
2014-03-17,17032014,2014,3,17,1,0,17-03-2014
2014-03-18,18032014,2014,3,18,1,1,18-03-2014
2014-03-19,19032014,2014,3,19,1,2,19-03-2014
2014-03-20,20032014,2014,3,20,1,3,20-03-2014
2014-03-21,21032014,2014,3,21,1,4,21-03-2014
2014-03-22,22032014,2014,3,22,1,5,22-03-2014
2014-03-23,23032014,2014,3,23,1,6,23-03-2014
2014-03-24,24032014,2014,3,24,1,0,24-03-2014
2014-03-25,25032014,2014,3,25,1,1,25-03-2014
2014-03-26,26032014,2014,3,26,1,2,26-03-2014
2014-03-27,27032014,2014,3,27,1,3,27-03-2014
2014-03-28,28032014,2014,3,28,1,4,28-03-2014
2014-03-29,29032014,2014,3,29,1,5,29-03-2014
2014-03-30,30032014,2014,3,30,1,6,30-03-2014
2014-03-31,31032014,2014,3,31,1,0,31-03-2014
2014-04-01,1042014,2014,4,1,2,1,01-04-2014
2014-04-02,2042014,2014,4,2,2,2,02-04-2014
2014-04-03,3042014,2014,4,3,2,3,03-04-2014
2014-04-04,4042014,2014,4,4,2,4,04-04-2014
2014-04-05,5042014,2014,4,5,2,5,05-04-2014
2014-04-06,6042014,2014,4,6,2,6,06-04-2014
2014-04-07,7042014,2014,4,7,2,0,07-04-2014
2014-04-08,8042014,2014,4,8,2,1,08-04-2014
2014-04-09,9042014,2014,4,9,2,2,09-04-2014
2014-04-10,10042014,2014,4,10,2,3,10-04-2014
2014-04-11,11042014,2014,4,11,2,4,11-04-2014
2014-04-12,12042014,2014,4,12,2,5,12-04-2014
2014-04-13,13042014,2014,4,13,2,6,13-04-2014
2014-04-14,14042014,2014,4,14,2,0,14-04-2014
2014-04-15,15042014,2014,4,15,2,1,15-04-2014
2014-04-16,16042014,2014,4,16,2,2,16-04-2014
2014-04-17,17042014,2014,4,17,2,3,17-04-2014
2014-04-18,18042014,2014,4,18,2,4,18-04-2014
2014-04-19,19042014,2014,4,19,2,5,19-04-2014
2014-04-20,20042014,2014,4,20,2,6,20-04-2014
2014-04-21,21042014,2014,4,21,2,0,21-04-2014
2014-04-22,22042014,2014,4,22,2,1,22-04-2014
2014-04-23,23042014,2014,4,23,2,2,23-04-2014
2014-04-24,24042014,2014,4,24,2,3,24-04-2014
2014-04-25,25042014,2014,4,25,2,4,25-04-2014
2014-04-26,26042014,2014,4,26,2,5,26-04-2014
2014-04-27,27042014,2014,4,27,2,6,27-04-2014
2014-04-28,28042014,2014,4,28,2,0,28-04-2014
2014-04-29,29042014,2014,4,29,2,1,29-04-2014
2014-04-30,30042014,2014,4,30,2,2,30-04-2014
2014-05-01,1052014,2014,5,1,2,3,01-05-2014
2014-05-02,2052014,2014,5,2,2,4,02-05-2014
2014-05-03,3052014,2014,5,3,2,5,03-05-2014
2014-05-04,4052014,2014,5,4,2,6,04-05-2014
2014-05-05,5052014,2014,5,5,2,0,05-05-2014
2014-05-06,6052014,2014,5,6,2,1,06-05-2014
2014-05-07,7052014,2014,5,7,2,2,07-05-2014
2014-05-08,8052014,2014,5,8,2,3,08-05-2014
2014-05-09,9052014,2014,5,9,2,4,09-05-2014
2014-05-10,10052014,2014,5,10,2,5,10-05-2014
2014-05-11,11052014,2014,5,11,2,6,11-05-2014
2014-05-12,12052014,2014,5,12,2,0,12-05-2014
2014-05-13,13052014,2014,5,13,2,1,13-05-2014
2014-05-14,14052014,2014,5,14,2,2,14-05-2014
2014-05-15,15052014,2014,5,15,2,3,15-05-2014
2014-05-16,16052014,2014,5,16,2,4,16-05-2014
2014-05-17,17052014,2014,5,17,2,5,17-05-2014
2014-05-18,18052014,2014,5,18,2,6,18-05-2014
2014-05-19,19052014,2014,5,19,2,0,19-05-2014
2014-05-20,20052014,2014,5,20,2,1,20-05-2014
2014-05-21,21052014,2014,5,21,2,2,21-05-2014
2014-05-22,22052014,2014,5,22,2,3,22-05-2014
2014-05-23,23052014,2014,5,23,2,4,23-05-2014
2014-05-24,24052014,2014,5,24,2,5,24-05-2014
2014-05-25,25052014,2014,5,25,2,6,25-05-2014
2014-05-26,26052014,2014,5,26,2,0,26-05-2014
2014-05-27,27052014,2014,5,27,2,1,27-05-2014
2014-05-28,28052014,2014,5,28,2,2,28-05-2014
2014-05-29,29052014,2014,5,29,2,3,29-05-2014
2014-05-30,30052014,2014,5,30,2,4,30-05-2014
2014-05-31,31052014,2014,5,31,2,5,31-05-2014
2014-06-01,1062014,2014,6,1,2,6,01-06-2014
2014-06-02,2062014,2014,6,2,2,0,02-06-2014
2014-06-03,3062014,2014,6,3,2,1,03-06-2014
2014-06-04,4062014,2014,6,4,2,2,04-06-2014
2014-06-05,5062014,2014,6,5,2,3,05-06-2014
2014-06-06,6062014,2014,6,6,2,4,06-06-2014
2014-06-07,7062014,2014,6,7,2,5,07-06-2014
2014-06-08,8062014,2014,6,8,2,6,08-06-2014
2014-06-09,9062014,2014,6,9,2,0,09-06-2014
2014-06-10,10062014,2014,6,10,2,1,10-06-2014
2014-06-11,11062014,2014,6,11,2,2,11-06-2014
2014-06-12,12062014,2014,6,12,2,3,12-06-2014
2014-06-13,13062014,2014,6,13,2,4,13-06-2014
2014-06-14,14062014,2014,6,14,2,5,14-06-2014
2014-06-15,15062014,2014,6,15,2,6,15-06-2014
2014-06-16,16062014,2014,6,16,2,0,16-06-2014
2014-06-17,17062014,2014,6,17,2,1,17-06-2014
2014-06-18,18062014,2014,6,18,2,2,18-06-2014
2014-06-19,19062014,2014,6,19,2,3,19-06-2014
2014-06-20,20062014,2014,6,20,2,4,20-06-2014
2014-06-21,21062014,2014,6,21,2,5,21-06-2014
2014-06-22,22062014,2014,6,22,2,6,22-06-2014
2014-06-23,23062014,2014,6,23,2,0,23-06-2014
2014-06-24,24062014,2014,6,24,2,1,24-06-2014
2014-06-25,25062014,2014,6,25,2,2,25-06-2014
2014-06-26,26062014,2014,6,26,2,3,26-06-2014
2014-06-27,27062014,2014,6,27,2,4,27-06-2014
2014-06-28,28062014,2014,6,28,2,5,28-06-2014
2014-06-29,29062014,2014,6,29,2,6,29-06-2014
2014-06-30,30062014,2014,6,30,2,0,30-06-2014
2014-07-01,1072014,2014,7,1,3,1,01-07-2014
2014-07-02,2072014,2014,7,2,3,2,02-07-2014
2014-07-03,3072014,2014,7,3,3,3,03-07-2014
2014-07-04,4072014,2014,7,4,3,4,04-07-2014
2014-07-05,5072014,2014,7,5,3,5,05-07-2014
2014-07-06,6072014,2014,7,6,3,6,06-07-2014
2014-07-07,7072014,2014,7,7,3,0,07-07-2014
2014-07-08,8072014,2014,7,8,3,1,08-07-2014
2014-07-09,9072014,2014,7,9,3,2,09-07-2014
2014-07-10,10072014,2014,7,10,3,3,10-07-2014
2014-07-11,11072014,2014,7,11,3,4,11-07-2014
2014-07-12,12072014,2014,7,12,3,5,12-07-2014
2014-07-13,13072014,2014,7,13,3,6,13-07-2014
2014-07-14,14072014,2014,7,14,3,0,14-07-2014
2014-07-15,15072014,2014,7,15,3,1,15-07-2014
2014-07-16,16072014,2014,7,16,3,2,16-07-2014
2014-07-17,17072014,2014,7,17,3,3,17-07-2014
2014-07-18,18072014,2014,7,18,3,4,18-07-2014
2014-07-19,19072014,2014,7,19,3,5,19-07-2014
2014-07-20,20072014,2014,7,20,3,6,20-07-2014
2014-07-21,21072014,2014,7,21,3,0,21-07-2014
2014-07-22,22072014,2014,7,22,3,1,22-07-2014
2014-07-23,23072014,2014,7,23,3,2,23-07-2014
2014-07-24,24072014,2014,7,24,3,3,24-07-2014
2014-07-25,25072014,2014,7,25,3,4,25-07-2014
2014-07-26,26072014,2014,7,26,3,5,26-07-2014
2014-07-27,27072014,2014,7,27,3,6,27-07-2014
2014-07-28,28072014,2014,7,28,3,0,28-07-2014
2014-07-29,29072014,2014,7,29,3,1,29-07-2014
2014-07-30,30072014,2014,7,30,3,2,30-07-2014
2014-07-31,31072014,2014,7,31,3,3,31-07-2014
2014-08-01,1082014,2014,8,1,3,4,01-08-2014
2014-08-02,2082014,2014,8,2,3,5,02-08-2014
2014-08-03,3082014,2014,8,3,3,6,03-08-2014
2014-08-04,4082014,2014,8,4,3,0,04-08-2014
2014-08-05,5082014,2014,8,5,3,1,05-08-2014
2014-08-06,6082014,2014,8,6,3,2,06-08-2014
2014-08-07,7082014,2014,8,7,3,3,07-08-2014
2014-08-08,8082014,2014,8,8,3,4,08-08-2014
2014-08-09,9082014,2014,8,9,3,5,09-08-2014
2014-08-10,10082014,2014,8,10,3,6,10-08-2014
2014-08-11,11082014,2014,8,11,3,0,11-08-2014
2014-08-12,12082014,2014,8,12,3,1,12-08-2014
2014-08-13,13082014,2014,8,13,3,2,13-08-2014
2014-08-14,14082014,2014,8,14,3,3,14-08-2014
2014-08-15,15082014,2014,8,15,3,4,15-08-2014
2014-08-16,16082014,2014,8,16,3,5,16-08-2014
2014-08-17,17082014,2014,8,17,3,6,17-08-2014
2014-08-18,18082014,2014,8,18,3,0,18-08-2014
2014-08-19,19082014,2014,8,19,3,1,19-08-2014
2014-08-20,20082014,2014,8,20,3,2,20-08-2014
2014-08-21,21082014,2014,8,21,3,3,21-08-2014
2014-08-22,22082014,2014,8,22,3,4,22-08-2014
2014-08-23,23082014,2014,8,23,3,5,23-08-2014
2014-08-24,24082014,2014,8,24,3,6,24-08-2014
2014-08-25,25082014,2014,8,25,3,0,25-08-2014
2014-08-26,26082014,2014,8,26,3,1,26-08-2014
2014-08-27,27082014,2014,8,27,3,2,27-08-2014
2014-08-28,28082014,2014,8,28,3,3,28-08-2014
2014-08-29,29082014,2014,8,29,3,4,29-08-2014
2014-08-30,30082014,2014,8,30,3,5,30-08-2014
2014-08-31,31082014,2014,8,31,3,6,31-08-2014
2014-09-01,1092014,2014,9,1,3,0,01-09-2014
2014-09-02,2092014,2014,9,2,3,1,02-09-2014
2014-09-03,3092014,2014,9,3,3,2,03-09-2014
2014-09-04,4092014,2014,9,4,3,3,04-09-2014
2014-09-05,5092014,2014,9,5,3,4,05-09-2014
2014-09-06,6092014,2014,9,6,3,5,06-09-2014
2014-09-07,7092014,2014,9,7,3,6,07-09-2014
2014-09-08,8092014,2014,9,8,3,0,08-09-2014
2014-09-09,9092014,2014,9,9,3,1,09-09-2014
2014-09-10,10092014,2014,9,10,3,2,10-09-2014
2014-09-11,11092014,2014,9,11,3,3,11-09-2014
2014-09-12,12092014,2014,9,12,3,4,12-09-2014
2014-09-13,13092014,2014,9,13,3,5,13-09-2014
2014-09-14,14092014,2014,9,14,3,6,14-09-2014
2014-09-15,15092014,2014,9,15,3,0,15-09-2014
2014-09-16,16092014,2014,9,16,3,1,16-09-2014
2014-09-17,17092014,2014,9,17,3,2,17-09-2014
2014-09-18,18092014,2014,9,18,3,3,18-09-2014
2014-09-19,19092014,2014,9,19,3,4,19-09-2014
2014-09-20,20092014,2014,9,20,3,5,20-09-2014
2014-09-21,21092014,2014,9,21,3,6,21-09-2014
2014-09-22,22092014,2014,9,22,3,0,22-09-2014
2014-09-23,23092014,2014,9,23,3,1,23-09-2014
2014-09-24,24092014,2014,9,24,3,2,24-09-2014
2014-09-25,25092014,2014,9,25,3,3,25-09-2014
2014-09-26,26092014,2014,9,26,3,4,26-09-2014
2014-09-27,27092014,2014,9,27,3,5,27-09-2014
2014-09-28,28092014,2014,9,28,3,6,28-09-2014
2014-09-29,29092014,2014,9,29,3,0,29-09-2014
2014-09-30,30092014,2014,9,30,3,1,30-09-2014
2014-10-01,1102014,2014,10,1,4,2,01-10-2014
2014-10-02,2102014,2014,10,2,4,3,02-10-2014
2014-10-03,3102014,2014,10,3,4,4,03-10-2014
2014-10-04,4102014,2014,10,4,4,5,04-10-2014
2014-10-05,5102014,2014,10,5,4,6,05-10-2014
2014-10-06,6102014,2014,10,6,4,0,06-10-2014
2014-10-07,7102014,2014,10,7,4,1,07-10-2014
2014-10-08,8102014,2014,10,8,4,2,08-10-2014
2014-10-09,9102014,2014,10,9,4,3,09-10-2014
2014-10-10,10102014,2014,10,10,4,4,10-10-2014
2014-10-11,11102014,2014,10,11,4,5,11-10-2014
2014-10-12,12102014,2014,10,12,4,6,12-10-2014
2014-10-13,13102014,2014,10,13,4,0,13-10-2014
2014-10-14,14102014,2014,10,14,4,1,14-10-2014
2014-10-15,15102014,2014,10,15,4,2,15-10-2014
2014-10-16,16102014,2014,10,16,4,3,16-10-2014
2014-10-17,17102014,2014,10,17,4,4,17-10-2014
2014-10-18,18102014,2014,10,18,4,5,18-10-2014
2014-10-19,19102014,2014,10,19,4,6,19-10-2014
2014-10-20,20102014,2014,10,20,4,0,20-10-2014
2014-10-21,21102014,2014,10,21,4,1,21-10-2014
2014-10-22,22102014,2014,10,22,4,2,22-10-2014
2014-10-23,23102014,2014,10,23,4,3,23-10-2014
2014-10-24,24102014,2014,10,24,4,4,24-10-2014
2014-10-25,25102014,2014,10,25,4,5,25-10-2014
2014-10-26,26102014,2014,10,26,4,6,26-10-2014
2014-10-27,27102014,2014,10,27,4,0,27-10-2014
2014-10-28,28102014,2014,10,28,4,1,28-10-2014
2014-10-29,29102014,2014,10,29,4,2,29-10-2014
2014-10-30,30102014,2014,10,30,4,3,30-10-2014
2014-10-31,31102014,2014,10,31,4,4,31-10-2014
2014-11-01,1112014,2014,11,1,4,5,01-11-2014
2014-11-02,2112014,2014,11,2,4,6,02-11-2014
2014-11-03,3112014,2014,11,3,4,0,03-11-2014
2014-11-04,4112014,2014,11,4,4,1,04-11-2014
2014-11-05,5112014,2014,11,5,4,2,05-11-2014
2014-11-06,6112014,2014,11,6,4,3,06-11-2014
2014-11-07,7112014,2014,11,7,4,4,07-11-2014
2014-11-08,8112014,2014,11,8,4,5,08-11-2014
2014-11-09,9112014,2014,11,9,4,6,09-11-2014
2014-11-10,10112014,2014,11,10,4,0,10-11-2014
2014-11-11,11112014,2014,11,11,4,1,11-11-2014
2014-11-12,12112014,2014,11,12,4,2,12-11-2014
2014-11-13,13112014,2014,11,13,4,3,13-11-2014
2014-11-14,14112014,2014,11,14,4,4,14-11-2014
2014-11-15,15112014,2014,11,15,4,5,15-11-2014
2014-11-16,16112014,2014,11,16,4,6,16-11-2014
2014-11-17,17112014,2014,11,17,4,0,17-11-2014
2014-11-18,18112014,2014,11,18,4,1,18-11-2014
2014-11-19,19112014,2014,11,19,4,2,19-11-2014
2014-11-20,20112014,2014,11,20,4,3,20-11-2014
2014-11-21,21112014,2014,11,21,4,4,21-11-2014
2014-11-22,22112014,2014,11,22,4,5,22-11-2014
2014-11-23,23112014,2014,11,23,4,6,23-11-2014
2014-11-24,24112014,2014,11,24,4,0,24-11-2014
2014-11-25,25112014,2014,11,25,4,1,25-11-2014
2014-11-26,26112014,2014,11,26,4,2,26-11-2014
2014-11-27,27112014,2014,11,27,4,3,27-11-2014
2014-11-28,28112014,2014,11,28,4,4,28-11-2014
2014-11-29,29112014,2014,11,29,4,5,29-11-2014
2014-11-30,30112014,2014,11,30,4,6,30-11-2014
2014-12-01,1122014,2014,12,1,4,0,01-12-2014
2014-12-02,2122014,2014,12,2,4,1,02-12-2014
2014-12-03,3122014,2014,12,3,4,2,03-12-2014
2014-12-04,4122014,2014,12,4,4,3,04-12-2014
2014-12-05,5122014,2014,12,5,4,4,05-12-2014
2014-12-06,6122014,2014,12,6,4,5,06-12-2014
2014-12-07,7122014,2014,12,7,4,6,07-12-2014
2014-12-08,8122014,2014,12,8,4,0,08-12-2014
2014-12-09,9122014,2014,12,9,4,1,09-12-2014
2014-12-10,10122014,2014,12,10,4,2,10-12-2014
2014-12-11,11122014,2014,12,11,4,3,11-12-2014
2014-12-12,12122014,2014,12,12,4,4,12-12-2014
2014-12-13,13122014,2014,12,13,4,5,13-12-2014
2014-12-14,14122014,2014,12,14,4,6,14-12-2014
2014-12-15,15122014,2014,12,15,4,0,15-12-2014
2014-12-16,16122014,2014,12,16,4,1,16-12-2014
2014-12-17,17122014,2014,12,17,4,2,17-12-2014
2014-12-18,18122014,2014,12,18,4,3,18-12-2014
2014-12-19,19122014,2014,12,19,4,4,19-12-2014
2014-12-20,20122014,2014,12,20,4,5,20-12-2014
2014-12-21,21122014,2014,12,21,4,6,21-12-2014
2014-12-22,22122014,2014,12,22,4,0,22-12-2014
2014-12-23,23122014,2014,12,23,4,1,23-12-2014
2014-12-24,24122014,2014,12,24,4,2,24-12-2014
2014-12-25,25122014,2014,12,25,4,3,25-12-2014
2014-12-26,26122014,2014,12,26,4,4,26-12-2014
2014-12-27,27122014,2014,12,27,4,5,27-12-2014
2014-12-28,28122014,2014,12,28,4,6,28-12-2014
2014-12-29,29122014,2014,12,29,4,0,29-12-2014
2014-12-30,30122014,2014,12,30,4,1,30-12-2014
2014-12-31,31122014,2014,12,31,4,2,31-12-2014
2015-01-01,1012015,2015,1,1,1,3,01-01-2015
2015-01-02,2012015,2015,1,2,1,4,02-01-2015
2015-01-03,3012015,2015,1,3,1,5,03-01-2015
2015-01-04,4012015,2015,1,4,1,6,04-01-2015
2015-01-05,5012015,2015,1,5,1,0,05-01-2015
2015-01-06,6012015,2015,1,6,1,1,06-01-2015
2015-01-07,7012015,2015,1,7,1,2,07-01-2015
2015-01-08,8012015,2015,1,8,1,3,08-01-2015
2015-01-09,9012015,2015,1,9,1,4,09-01-2015
2015-01-10,10012015,2015,1,10,1,5,10-01-2015
2015-01-11,11012015,2015,1,11,1,6,11-01-2015
2015-01-12,12012015,2015,1,12,1,0,12-01-2015
2015-01-13,13012015,2015,1,13,1,1,13-01-2015
2015-01-14,14012015,2015,1,14,1,2,14-01-2015
2015-01-15,15012015,2015,1,15,1,3,15-01-2015
2015-01-16,16012015,2015,1,16,1,4,16-01-2015
2015-01-17,17012015,2015,1,17,1,5,17-01-2015
2015-01-18,18012015,2015,1,18,1,6,18-01-2015
2015-01-19,19012015,2015,1,19,1,0,19-01-2015
2015-01-20,20012015,2015,1,20,1,1,20-01-2015
2015-01-21,21012015,2015,1,21,1,2,21-01-2015
2015-01-22,22012015,2015,1,22,1,3,22-01-2015
2015-01-23,23012015,2015,1,23,1,4,23-01-2015
2015-01-24,24012015,2015,1,24,1,5,24-01-2015
2015-01-25,25012015,2015,1,25,1,6,25-01-2015
2015-01-26,26012015,2015,1,26,1,0,26-01-2015
2015-01-27,27012015,2015,1,27,1,1,27-01-2015
2015-01-28,28012015,2015,1,28,1,2,28-01-2015
2015-01-29,29012015,2015,1,29,1,3,29-01-2015
2015-01-30,30012015,2015,1,30,1,4,30-01-2015
2015-01-31,31012015,2015,1,31,1,5,31-01-2015
2015-02-01,1022015,2015,2,1,1,6,01-02-2015
2015-02-02,2022015,2015,2,2,1,0,02-02-2015
2015-02-03,3022015,2015,2,3,1,1,03-02-2015
2015-02-04,4022015,2015,2,4,1,2,04-02-2015
2015-02-05,5022015,2015,2,5,1,3,05-02-2015
2015-02-06,6022015,2015,2,6,1,4,06-02-2015
2015-02-07,7022015,2015,2,7,1,5,07-02-2015
2015-02-08,8022015,2015,2,8,1,6,08-02-2015
2015-02-09,9022015,2015,2,9,1,0,09-02-2015
2015-02-10,10022015,2015,2,10,1,1,10-02-2015
2015-02-11,11022015,2015,2,11,1,2,11-02-2015
2015-02-12,12022015,2015,2,12,1,3,12-02-2015
2015-02-13,13022015,2015,2,13,1,4,13-02-2015
2015-02-14,14022015,2015,2,14,1,5,14-02-2015
2015-02-15,15022015,2015,2,15,1,6,15-02-2015
2015-02-16,16022015,2015,2,16,1,0,16-02-2015
2015-02-17,17022015,2015,2,17,1,1,17-02-2015
2015-02-18,18022015,2015,2,18,1,2,18-02-2015
2015-02-19,19022015,2015,2,19,1,3,19-02-2015
2015-02-20,20022015,2015,2,20,1,4,20-02-2015
2015-02-21,21022015,2015,2,21,1,5,21-02-2015
2015-02-22,22022015,2015,2,22,1,6,22-02-2015
2015-02-23,23022015,2015,2,23,1,0,23-02-2015
2015-02-24,24022015,2015,2,24,1,1,24-02-2015
2015-02-25,25022015,2015,2,25,1,2,25-02-2015
2015-02-26,26022015,2015,2,26,1,3,26-02-2015
2015-02-27,27022015,2015,2,27,1,4,27-02-2015
2015-02-28,28022015,2015,2,28,1,5,28-02-2015
2015-03-01,1032015,2015,3,1,1,6,01-03-2015
2015-03-02,2032015,2015,3,2,1,0,02-03-2015
2015-03-03,3032015,2015,3,3,1,1,03-03-2015
2015-03-04,4032015,2015,3,4,1,2,04-03-2015
2015-03-05,5032015,2015,3,5,1,3,05-03-2015
2015-03-06,6032015,2015,3,6,1,4,06-03-2015
2015-03-07,7032015,2015,3,7,1,5,07-03-2015
2015-03-08,8032015,2015,3,8,1,6,08-03-2015
2015-03-09,9032015,2015,3,9,1,0,09-03-2015
2015-03-10,10032015,2015,3,10,1,1,10-03-2015
2015-03-11,11032015,2015,3,11,1,2,11-03-2015
2015-03-12,12032015,2015,3,12,1,3,12-03-2015
2015-03-13,13032015,2015,3,13,1,4,13-03-2015
2015-03-14,14032015,2015,3,14,1,5,14-03-2015
2015-03-15,15032015,2015,3,15,1,6,15-03-2015
2015-03-16,16032015,2015,3,16,1,0,16-03-2015
2015-03-17,17032015,2015,3,17,1,1,17-03-2015
2015-03-18,18032015,2015,3,18,1,2,18-03-2015
2015-03-19,19032015,2015,3,19,1,3,19-03-2015
2015-03-20,20032015,2015,3,20,1,4,20-03-2015
2015-03-21,21032015,2015,3,21,1,5,21-03-2015
2015-03-22,22032015,2015,3,22,1,6,22-03-2015
2015-03-23,23032015,2015,3,23,1,0,23-03-2015
2015-03-24,24032015,2015,3,24,1,1,24-03-2015
2015-03-25,25032015,2015,3,25,1,2,25-03-2015
2015-03-26,26032015,2015,3,26,1,3,26-03-2015
2015-03-27,27032015,2015,3,27,1,4,27-03-2015
2015-03-28,28032015,2015,3,28,1,5,28-03-2015
2015-03-29,29032015,2015,3,29,1,6,29-03-2015
2015-03-30,30032015,2015,3,30,1,0,30-03-2015
2015-03-31,31032015,2015,3,31,1,1,31-03-2015
2015-04-01,1042015,2015,4,1,2,2,01-04-2015
2015-04-02,2042015,2015,4,2,2,3,02-04-2015
2015-04-03,3042015,2015,4,3,2,4,03-04-2015
2015-04-04,4042015,2015,4,4,2,5,04-04-2015
2015-04-05,5042015,2015,4,5,2,6,05-04-2015
2015-04-06,6042015,2015,4,6,2,0,06-04-2015
2015-04-07,7042015,2015,4,7,2,1,07-04-2015
2015-04-08,8042015,2015,4,8,2,2,08-04-2015
2015-04-09,9042015,2015,4,9,2,3,09-04-2015
2015-04-10,10042015,2015,4,10,2,4,10-04-2015
2015-04-11,11042015,2015,4,11,2,5,11-04-2015
2015-04-12,12042015,2015,4,12,2,6,12-04-2015
2015-04-13,13042015,2015,4,13,2,0,13-04-2015
2015-04-14,14042015,2015,4,14,2,1,14-04-2015
2015-04-15,15042015,2015,4,15,2,2,15-04-2015
2015-04-16,16042015,2015,4,16,2,3,16-04-2015
2015-04-17,17042015,2015,4,17,2,4,17-04-2015
2015-04-18,18042015,2015,4,18,2,5,18-04-2015
2015-04-19,19042015,2015,4,19,2,6,19-04-2015
2015-04-20,20042015,2015,4,20,2,0,20-04-2015
2015-04-21,21042015,2015,4,21,2,1,21-04-2015
2015-04-22,22042015,2015,4,22,2,2,22-04-2015
2015-04-23,23042015,2015,4,23,2,3,23-04-2015
2015-04-24,24042015,2015,4,24,2,4,24-04-2015
2015-04-25,25042015,2015,4,25,2,5,25-04-2015
2015-04-26,26042015,2015,4,26,2,6,26-04-2015
2015-04-27,27042015,2015,4,27,2,0,27-04-2015
2015-04-28,28042015,2015,4,28,2,1,28-04-2015
2015-04-29,29042015,2015,4,29,2,2,29-04-2015
2015-04-30,30042015,2015,4,30,2,3,30-04-2015
2015-05-01,1052015,2015,5,1,2,4,01-05-2015
2015-05-02,2052015,2015,5,2,2,5,02-05-2015
2015-05-03,3052015,2015,5,3,2,6,03-05-2015
2015-05-04,4052015,2015,5,4,2,0,04-05-2015
2015-05-05,5052015,2015,5,5,2,1,05-05-2015
2015-05-06,6052015,2015,5,6,2,2,06-05-2015
2015-05-07,7052015,2015,5,7,2,3,07-05-2015
2015-05-08,8052015,2015,5,8,2,4,08-05-2015
2015-05-09,9052015,2015,5,9,2,5,09-05-2015
2015-05-10,10052015,2015,5,10,2,6,10-05-2015
2015-05-11,11052015,2015,5,11,2,0,11-05-2015
2015-05-12,12052015,2015,5,12,2,1,12-05-2015
2015-05-13,13052015,2015,5,13,2,2,13-05-2015
2015-05-14,14052015,2015,5,14,2,3,14-05-2015
2015-05-15,15052015,2015,5,15,2,4,15-05-2015
2015-05-16,16052015,2015,5,16,2,5,16-05-2015
2015-05-17,17052015,2015,5,17,2,6,17-05-2015
2015-05-18,18052015,2015,5,18,2,0,18-05-2015
2015-05-19,19052015,2015,5,19,2,1,19-05-2015
2015-05-20,20052015,2015,5,20,2,2,20-05-2015
2015-05-21,21052015,2015,5,21,2,3,21-05-2015
2015-05-22,22052015,2015,5,22,2,4,22-05-2015
2015-05-23,23052015,2015,5,23,2,5,23-05-2015
2015-05-24,24052015,2015,5,24,2,6,24-05-2015
2015-05-25,25052015,2015,5,25,2,0,25-05-2015
2015-05-26,26052015,2015,5,26,2,1,26-05-2015
2015-05-27,27052015,2015,5,27,2,2,27-05-2015
2015-05-28,28052015,2015,5,28,2,3,28-05-2015
2015-05-29,29052015,2015,5,29,2,4,29-05-2015
2015-05-30,30052015,2015,5,30,2,5,30-05-2015
2015-05-31,31052015,2015,5,31,2,6,31-05-2015
2015-06-01,1062015,2015,6,1,2,0,01-06-2015
2015-06-02,2062015,2015,6,2,2,1,02-06-2015
2015-06-03,3062015,2015,6,3,2,2,03-06-2015
2015-06-04,4062015,2015,6,4,2,3,04-06-2015
2015-06-05,5062015,2015,6,5,2,4,05-06-2015
2015-06-06,6062015,2015,6,6,2,5,06-06-2015
2015-06-07,7062015,2015,6,7,2,6,07-06-2015
2015-06-08,8062015,2015,6,8,2,0,08-06-2015
2015-06-09,9062015,2015,6,9,2,1,09-06-2015
2015-06-10,10062015,2015,6,10,2,2,10-06-2015
2015-06-11,11062015,2015,6,11,2,3,11-06-2015
2015-06-12,12062015,2015,6,12,2,4,12-06-2015
2015-06-13,13062015,2015,6,13,2,5,13-06-2015
2015-06-14,14062015,2015,6,14,2,6,14-06-2015
2015-06-15,15062015,2015,6,15,2,0,15-06-2015
2015-06-16,16062015,2015,6,16,2,1,16-06-2015
2015-06-17,17062015,2015,6,17,2,2,17-06-2015
